sample_id,true_label,predicted_label,model_name,prob_trend,prob_volatility,prob_stochastic,prob_anomaly,prob_structural_break
17188,3,1,TimeSeriesForest,0.1,0.62,0.0,0.28,0.0
17161,3,1,TimeSeriesForest,0.02,0.72,0.0,0.25,0.01
17649,3,1,TimeSeriesForest,0.04,0.54,0.0,0.28,0.14
16402,3,1,TimeSeriesForest,0.01,0.54,0.0,0.31,0.14
10628,0,1,TimeSeriesForest,0.01,0.59,0.0,0.4,0.0
17232,3,1,TimeSeriesForest,0.02,0.59,0.0,0.39,0.0
17993,4,3,TimeSeriesForest,0.01,0.0,0.0,0.62,0.37
16878,3,1,TimeSeriesForest,0.01,0.51,0.0,0.48,0.0
16787,3,1,TimeSeriesForest,0.02,0.64,0.0,0.34,0.0
19517,4,2,TimeSeriesForest,0.05,0.02,0.71,0.0,0.22
19395,4,0,TimeSeriesForest,0.47,0.0,0.42,0.0,0.11
17164,3,1,TimeSeriesForest,0.02,0.6,0.0,0.38,0.0
17765,3,4,TimeSeriesForest,0.0,0.02,0.02,0.3,0.66
10885,0,2,TimeSeriesForest,0.26,0.01,0.72,0.0,0.01
13347,2,4,TimeSeriesForest,0.15,0.02,0.25,0.03,0.55
18645,4,2,TimeSeriesForest,0.29,0.07,0.4,0.0,0.24
15623,1,4,TimeSeriesForest,0.01,0.28,0.01,0.19,0.51
17059,3,1,TimeSeriesForest,0.04,0.6,0.0,0.36,0.0
15693,1,4,TimeSeriesForest,0.0,0.08,0.0,0.15,0.77
10608,0,1,TimeSeriesForest,0.1,0.61,0.0,0.27,0.02
16420,3,1,TimeSeriesForest,0.03,0.72,0.0,0.25,0.0
17711,3,4,TimeSeriesForest,0.0,0.06,0.03,0.42,0.49
16690,3,1,TimeSeriesForest,0.01,0.53,0.0,0.46,0.0
18897,4,3,TimeSeriesForest,0.01,0.12,0.0,0.52,0.35
13979,1,3,TimeSeriesForest,0.03,0.37,0.0,0.4,0.2
16620,3,1,TimeSeriesForest,0.01,0.53,0.0,0.46,0.0
16859,3,1,TimeSeriesForest,0.04,0.61,0.0,0.35,0.0
16702,3,1,TimeSeriesForest,0.07,0.57,0.0,0.29,0.07
17206,3,1,TimeSeriesForest,0.04,0.68,0.0,0.28,0.0
17850,3,4,TimeSeriesForest,0.03,0.01,0.0,0.4,0.56
15687,1,4,TimeSeriesForest,0.0,0.09,0.02,0.02,0.87
10603,0,4,TimeSeriesForest,0.13,0.07,0.0,0.01,0.79
15080,1,3,TimeSeriesForest,0.04,0.39,0.0,0.48,0.09
19713,4,2,TimeSeriesForest,0.18,0.0,0.53,0.0,0.29
16065,3,1,TimeSeriesForest,0.0,0.71,0.0,0.24,0.05
16669,3,1,TimeSeriesForest,0.03,0.5,0.0,0.47,0.0
17257,3,1,TimeSeriesForest,0.06,0.66,0.0,0.28,0.0
14321,1,3,TimeSeriesForest,0.0,0.41,0.0,0.59,0.0
16909,3,1,TimeSeriesForest,0.01,0.66,0.0,0.33,0.0
14334,1,3,TimeSeriesForest,0.32,0.32,0.0,0.35,0.01
10470,0,1,TimeSeriesForest,0.02,0.62,0.0,0.36,0.0
19715,4,2,TimeSeriesForest,0.01,0.0,0.67,0.0,0.32
18025,4,3,TimeSeriesForest,0.02,0.05,0.0,0.65,0.28
16407,3,1,TimeSeriesForest,0.03,0.57,0.0,0.36,0.04
17026,3,1,TimeSeriesForest,0.15,0.49,0.0,0.03,0.33
16222,3,1,TimeSeriesForest,0.01,0.78,0.0,0.2,0.01
16935,3,1,TimeSeriesForest,0.08,0.64,0.0,0.28,0.0
18583,4,3,TimeSeriesForest,0.04,0.01,0.0,0.68,0.27
17172,3,1,TimeSeriesForest,0.18,0.51,0.0,0.31,0.0
16259,3,1,TimeSeriesForest,0.08,0.67,0.0,0.25,0.0
16566,3,1,TimeSeriesForest,0.04,0.62,0.0,0.34,0.0
10720,0,3,TimeSeriesForest,0.25,0.03,0.04,0.4,0.28
19731,4,2,TimeSeriesForest,0.0,0.0,0.8,0.0,0.2
16853,3,1,TimeSeriesForest,0.04,0.68,0.0,0.27,0.01
17183,3,1,TimeSeriesForest,0.01,0.7,0.0,0.27,0.02
16640,3,1,TimeSeriesForest,0.04,0.56,0.0,0.4,0.0
16077,3,1,TimeSeriesForest,0.07,0.62,0.0,0.31,0.0
19688,4,2,TimeSeriesForest,0.0,0.0,0.83,0.0,0.17
10648,0,1,TimeSeriesForest,0.11,0.52,0.0,0.37,0.0
16606,3,1,TimeSeriesForest,0.03,0.6,0.0,0.37,0.0
10610,0,3,TimeSeriesForest,0.28,0.03,0.04,0.44,0.21
16385,3,1,TimeSeriesForest,0.02,0.48,0.0,0.44,0.06
13000,2,4,TimeSeriesForest,0.0,0.0,0.39,0.0,0.61
19569,4,2,TimeSeriesForest,0.14,0.0,0.63,0.0,0.23
17563,3,4,TimeSeriesForest,0.0,0.06,0.0,0.07,0.87
16409,3,1,TimeSeriesForest,0.03,0.58,0.0,0.39,0.0
13926,2,0,TimeSeriesForest,0.57,0.0,0.32,0.0,0.11
16662,3,1,TimeSeriesForest,0.06,0.59,0.0,0.28,0.07
19377,4,2,TimeSeriesForest,0.09,0.0,0.8,0.0,0.11
17125,3,1,TimeSeriesForest,0.0,0.64,0.0,0.36,0.0
16942,3,1,TimeSeriesForest,0.02,0.61,0.0,0.32,0.05
19723,4,2,TimeSeriesForest,0.0,0.0,0.62,0.0,0.38
17102,3,1,TimeSeriesForest,0.04,0.7,0.0,0.26,0.0
13690,2,0,TimeSeriesForest,0.43,0.01,0.18,0.0,0.38
18305,4,3,TimeSeriesForest,0.01,0.01,0.0,0.8,0.18
15450,1,4,TimeSeriesForest,0.0,0.29,0.01,0.12,0.58
17817,3,0,TimeSeriesForest,0.28,0.19,0.0,0.28,0.25
15656,1,4,TimeSeriesForest,0.06,0.32,0.02,0.1,0.5
16248,3,1,TimeSeriesForest,0.01,0.64,0.0,0.35,0.0
16943,3,1,TimeSeriesForest,0.02,0.49,0.0,0.49,0.0
10568,0,1,TimeSeriesForest,0.33,0.48,0.0,0.17,0.02
10495,0,1,TimeSeriesForest,0.05,0.69,0.0,0.23,0.03
13641,2,0,TimeSeriesForest,0.49,0.0,0.47,0.0,0.04
10510,0,1,TimeSeriesForest,0.32,0.47,0.0,0.18,0.03
17243,3,1,TimeSeriesForest,0.04,0.49,0.0,0.47,0.0
18075,4,3,TimeSeriesForest,0.15,0.02,0.01,0.64,0.18
17213,3,1,TimeSeriesForest,0.05,0.7,0.0,0.25,0.0
19186,4,0,TimeSeriesForest,0.58,0.0,0.0,0.03,0.39
15746,1,4,TimeSeriesForest,0.0,0.35,0.0,0.08,0.57
18201,4,0,TimeSeriesForest,0.66,0.0,0.16,0.0,0.18
17902,3,4,TimeSeriesForest,0.0,0.13,0.0,0.13,0.74
19530,4,2,TimeSeriesForest,0.0,0.0,0.85,0.0,0.15
16808,3,1,TimeSeriesForest,0.01,0.71,0.0,0.28,0.0
17169,3,1,TimeSeriesForest,0.03,0.67,0.0,0.29,0.01
17820,3,4,TimeSeriesForest,0.0,0.02,0.02,0.43,0.53
16968,3,4,TimeSeriesForest,0.05,0.08,0.0,0.04,0.83
15029,1,3,TimeSeriesForest,0.3,0.27,0.0,0.33,0.1
16766,3,1,TimeSeriesForest,0.04,0.64,0.0,0.32,0.0
16590,3,1,TimeSeriesForest,0.0,0.6,0.0,0.4,0.0
17022,3,1,TimeSeriesForest,0.01,0.53,0.0,0.46,0.0
16999,3,4,TimeSeriesForest,0.01,0.18,0.0,0.4,0.41
17146,3,1,TimeSeriesForest,0.06,0.63,0.0,0.3,0.01
15734,1,3,TimeSeriesForest,0.01,0.4,0.0,0.46,0.13
10468,0,3,TimeSeriesForest,0.34,0.26,0.0,0.39,0.01
10476,0,3,TimeSeriesForest,0.43,0.03,0.0,0.44,0.1
10089,0,4,TimeSeriesForest,0.45,0.01,0.01,0.0,0.53
15211,1,3,TimeSeriesForest,0.01,0.46,0.0,0.53,0.0
16066,3,1,TimeSeriesForest,0.08,0.55,0.0,0.37,0.0
16678,3,1,TimeSeriesForest,0.01,0.67,0.0,0.32,0.0
19507,4,2,TimeSeriesForest,0.0,0.0,0.52,0.0,0.48
17083,3,1,TimeSeriesForest,0.02,0.58,0.0,0.4,0.0
19853,4,2,TimeSeriesForest,0.0,0.0,0.89,0.0,0.11
18463,4,3,TimeSeriesForest,0.01,0.02,0.0,0.59,0.38
19855,4,2,TimeSeriesForest,0.0,0.0,0.63,0.0,0.37
10675,0,4,TimeSeriesForest,0.11,0.11,0.05,0.22,0.51
18292,4,3,TimeSeriesForest,0.23,0.02,0.01,0.69,0.05
19364,4,2,TimeSeriesForest,0.02,0.0,0.7,0.0,0.28
16765,3,1,TimeSeriesForest,0.03,0.66,0.0,0.29,0.02
12513,2,4,TimeSeriesForest,0.02,0.0,0.41,0.0,0.57
19579,4,2,TimeSeriesForest,0.0,0.0,0.59,0.0,0.41
17137,3,1,TimeSeriesForest,0.04,0.58,0.0,0.38,0.0
13618,2,3,TimeSeriesForest,0.02,0.0,0.0,0.6,0.38
16563,3,1,TimeSeriesForest,0.01,0.56,0.0,0.43,0.0
16844,3,1,TimeSeriesForest,0.05,0.64,0.0,0.28,0.03
16235,3,1,TimeSeriesForest,0.02,0.66,0.0,0.32,0.0
18982,4,1,TimeSeriesForest,0.04,0.51,0.0,0.19,0.26
19739,4,2,TimeSeriesForest,0.0,0.0,0.91,0.0,0.09
16651,3,1,TimeSeriesForest,0.02,0.66,0.0,0.32,0.0
16628,3,1,TimeSeriesForest,0.04,0.59,0.0,0.37,0.0
16386,3,1,TimeSeriesForest,0.05,0.55,0.0,0.4,0.0
15779,1,3,TimeSeriesForest,0.08,0.4,0.0,0.44,0.08
17115,3,1,TimeSeriesForest,0.03,0.61,0.0,0.35,0.01
16939,3,1,TimeSeriesForest,0.0,0.7,0.0,0.29,0.01
19057,4,3,TimeSeriesForest,0.01,0.1,0.01,0.6,0.28
17181,3,1,TimeSeriesForest,0.11,0.61,0.0,0.28,0.0
10364,0,4,TimeSeriesForest,0.17,0.06,0.09,0.0,0.68
16241,3,1,TimeSeriesForest,0.04,0.5,0.0,0.46,0.0
17158,3,1,TimeSeriesForest,0.03,0.74,0.0,0.23,0.0
15585,1,4,TimeSeriesForest,0.05,0.32,0.01,0.12,0.5
16868,3,1,TimeSeriesForest,0.0,0.81,0.0,0.17,0.02
17063,3,1,TimeSeriesForest,0.02,0.66,0.0,0.32,0.0
19916,4,2,TimeSeriesForest,0.17,0.0,0.56,0.0,0.27
12164,2,0,TimeSeriesForest,0.35,0.0,0.34,0.0,0.31
16924,3,1,TimeSeriesForest,0.13,0.58,0.0,0.29,0.0
17075,3,1,TimeSeriesForest,0.02,0.61,0.0,0.37,0.0
13310,2,4,TimeSeriesForest,0.01,0.01,0.05,0.08,0.85
17356,3,4,TimeSeriesForest,0.08,0.09,0.04,0.37,0.42
17094,3,1,TimeSeriesForest,0.09,0.6,0.0,0.31,0.0
15667,1,4,TimeSeriesForest,0.0,0.32,0.0,0.16,0.52
16807,3,1,TimeSeriesForest,0.02,0.52,0.0,0.46,0.0
13298,2,1,TimeSeriesForest,0.03,0.57,0.0,0.4,0.0
15578,1,4,TimeSeriesForest,0.01,0.09,0.16,0.01,0.73
10453,0,1,TimeSeriesForest,0.11,0.61,0.0,0.28,0.0
10623,0,3,TimeSeriesForest,0.18,0.2,0.0,0.56,0.06
16959,3,1,TimeSeriesForest,0.02,0.68,0.0,0.29,0.01
16777,3,1,TimeSeriesForest,0.02,0.57,0.0,0.41,0.0
16227,3,1,TimeSeriesForest,0.04,0.71,0.0,0.24,0.01
15500,1,4,TimeSeriesForest,0.01,0.36,0.01,0.21,0.41
16776,3,1,TimeSeriesForest,0.01,0.5,0.0,0.49,0.0
17110,3,1,TimeSeriesForest,0.02,0.67,0.0,0.31,0.0
14408,1,3,TimeSeriesForest,0.01,0.29,0.0,0.46,0.24
16073,3,1,TimeSeriesForest,0.14,0.6,0.0,0.25,0.01
16680,3,4,TimeSeriesForest,0.04,0.07,0.02,0.31,0.56
17079,3,1,TimeSeriesForest,0.03,0.7,0.0,0.27,0.0
19513,4,0,TimeSeriesForest,0.67,0.0,0.23,0.0,0.1
17113,3,1,TimeSeriesForest,0.05,0.57,0.0,0.38,0.0
14144,1,3,TimeSeriesForest,0.1,0.34,0.01,0.46,0.09
10524,0,4,TimeSeriesForest,0.08,0.24,0.03,0.31,0.34
19101,4,3,TimeSeriesForest,0.16,0.3,0.0,0.42,0.12
17182,3,1,TimeSeriesForest,0.01,0.74,0.0,0.25,0.0
15913,1,3,TimeSeriesForest,0.05,0.25,0.01,0.43,0.26
16645,3,1,TimeSeriesForest,0.04,0.61,0.0,0.35,0.0
17124,3,1,TimeSeriesForest,0.01,0.58,0.0,0.41,0.0
17894,3,4,TimeSeriesForest,0.0,0.0,0.0,0.25,0.75
13870,2,4,TimeSeriesForest,0.02,0.04,0.04,0.01,0.89
17156,3,1,TimeSeriesForest,0.06,0.75,0.0,0.18,0.01
19388,4,2,TimeSeriesForest,0.3,0.0,0.49,0.0,0.21
19411,4,2,TimeSeriesForest,0.0,0.0,0.97,0.0,0.03
17114,3,1,TimeSeriesForest,0.06,0.59,0.0,0.35,0.0
14147,1,3,TimeSeriesForest,0.01,0.4,0.0,0.41,0.18
16793,3,1,TimeSeriesForest,0.03,0.65,0.0,0.32,0.0
15112,1,0,TimeSeriesForest,0.45,0.26,0.0,0.27,0.02
18111,4,3,TimeSeriesForest,0.01,0.01,0.0,0.51,0.47
17685,3,4,TimeSeriesForest,0.05,0.0,0.02,0.17,0.76
16985,3,1,TimeSeriesForest,0.04,0.58,0.0,0.37,0.01
16627,3,1,TimeSeriesForest,0.02,0.67,0.0,0.31,0.0
19514,4,2,TimeSeriesForest,0.02,0.0,0.84,0.0,0.14
16403,3,1,TimeSeriesForest,0.0,0.84,0.0,0.12,0.04
17049,3,1,TimeSeriesForest,0.02,0.66,0.0,0.32,0.0
17256,3,1,TimeSeriesForest,0.01,0.7,0.0,0.29,0.0
15852,1,3,TimeSeriesForest,0.07,0.28,0.0,0.48,0.17
17175,3,1,TimeSeriesForest,0.09,0.48,0.0,0.43,0.0
10467,0,3,TimeSeriesForest,0.37,0.13,0.0,0.4,0.1
10929,0,4,TimeSeriesForest,0.45,0.01,0.03,0.04,0.47
18031,4,3,TimeSeriesForest,0.0,0.01,0.0,0.55,0.44
17373,3,4,TimeSeriesForest,0.04,0.14,0.08,0.18,0.56
16636,3,1,TimeSeriesForest,0.03,0.69,0.0,0.25,0.03
18083,4,3,TimeSeriesForest,0.02,0.01,0.0,0.83,0.14
17144,3,1,TimeSeriesForest,0.23,0.51,0.0,0.26,0.0
18037,4,3,TimeSeriesForest,0.0,0.01,0.02,0.56,0.41
18887,4,1,TimeSeriesForest,0.06,0.66,0.0,0.27,0.01
18529,4,3,TimeSeriesForest,0.08,0.12,0.0,0.76,0.04
10405,0,1,TimeSeriesForest,0.02,0.63,0.0,0.34,0.01
19039,4,3,TimeSeriesForest,0.0,0.38,0.0,0.62,0.0
10743,0,4,TimeSeriesForest,0.47,0.02,0.0,0.02,0.49
18477,4,3,TimeSeriesForest,0.03,0.02,0.0,0.56,0.39
16971,3,4,TimeSeriesForest,0.01,0.34,0.0,0.22,0.43
19885,4,2,TimeSeriesForest,0.2,0.04,0.67,0.0,0.09
18773,4,0,TimeSeriesForest,0.43,0.05,0.17,0.0,0.35
17014,3,1,TimeSeriesForest,0.01,0.77,0.0,0.22,0.0
17240,3,1,TimeSeriesForest,0.01,0.61,0.0,0.38,0.0
15755,1,4,TimeSeriesForest,0.07,0.3,0.2,0.01,0.42
16664,3,1,TimeSeriesForest,0.03,0.77,0.0,0.19,0.01
16946,3,1,TimeSeriesForest,0.01,0.61,0.0,0.35,0.03
16411,3,1,TimeSeriesForest,0.06,0.6,0.0,0.34,0.0
14527,1,3,TimeSeriesForest,0.12,0.42,0.0,0.46,0.0
16954,3,1,TimeSeriesForest,0.05,0.63,0.0,0.32,0.0
18910,4,1,TimeSeriesForest,0.06,0.41,0.0,0.2,0.33
17316,3,4,TimeSeriesForest,0.0,0.06,0.02,0.23,0.69
15628,1,3,TimeSeriesForest,0.09,0.13,0.03,0.39,0.36
18766,4,0,TimeSeriesForest,0.61,0.01,0.0,0.02,0.36
10693,0,4,TimeSeriesForest,0.16,0.16,0.0,0.07,0.61
19343,4,2,TimeSeriesForest,0.01,0.0,0.53,0.0,0.46
16857,3,1,TimeSeriesForest,0.12,0.47,0.0,0.39,0.02
13182,2,4,TimeSeriesForest,0.29,0.03,0.27,0.02,0.39
16220,3,1,TimeSeriesForest,0.02,0.67,0.0,0.29,0.02
17259,3,1,TimeSeriesForest,0.02,0.56,0.0,0.42,0.0
10424,0,1,TimeSeriesForest,0.19,0.68,0.0,0.07,0.06
17651,3,4,ROCKET,0.0,0.0,0.0,0.0,1.0
13860,2,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18113,4,0,ROCKET,1.0,0.0,0.0,0.0,0.0
19741,4,2,ROCKET,0.0,0.0,1.0,0.0,0.0
10758,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18147,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
10684,0,4,ROCKET,0.0,0.0,0.0,0.0,1.0
17076,3,1,ROCKET,0.0,1.0,0.0,0.0,0.0
10654,0,1,ROCKET,0.0,1.0,0.0,0.0,0.0
18452,4,0,ROCKET,1.0,0.0,0.0,0.0,0.0
11845,0,4,ROCKET,0.0,0.0,0.0,0.0,1.0
18455,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18358,4,0,ROCKET,1.0,0.0,0.0,0.0,0.0
15445,1,0,ROCKET,1.0,0.0,0.0,0.0,0.0
18283,4,0,ROCKET,1.0,0.0,0.0,0.0,0.0
18409,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
10772,0,1,ROCKET,0.0,1.0,0.0,0.0,0.0
12829,2,0,ROCKET,1.0,0.0,0.0,0.0,0.0
18172,4,0,ROCKET,1.0,0.0,0.0,0.0,0.0
17687,3,1,ROCKET,0.0,1.0,0.0,0.0,0.0
10034,0,1,ROCKET,0.0,1.0,0.0,0.0,0.0
19350,4,2,ROCKET,0.0,0.0,1.0,0.0,0.0
11626,0,4,ROCKET,0.0,0.0,0.0,0.0,1.0
10695,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
17985,4,0,ROCKET,1.0,0.0,0.0,0.0,0.0
14022,1,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18969,4,1,ROCKET,0.0,1.0,0.0,0.0,0.0
16790,3,1,ROCKET,0.0,1.0,0.0,0.0,0.0
18331,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
10642,0,1,ROCKET,0.0,1.0,0.0,0.0,0.0
18317,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18541,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
19153,4,0,ROCKET,1.0,0.0,0.0,0.0,0.0
11669,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
10390,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
10643,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
17947,4,0,ROCKET,1.0,0.0,0.0,0.0,0.0
19069,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
19243,4,1,ROCKET,0.0,1.0,0.0,0.0,0.0
